parameter1,parameter2,parameter3,parameter4,output
423,501,75,615,1614
121,155,111,729,1116
126,198,780,390,1494
593,150,213,139,1095
367,135,268,592,1362
803,564,0,351,1718
8,905,417,466,1796
697,85,18,752,1552
311,417,152,577,1457
375,352,181,37,945
501,123,646,616,1886
21,574,370,891,1856
437,145,856,204,1642
137,321,464,714,1636
220,304,29,215,768
233,31,192,625,1081
214,239,50,583,1086
383,997,623,395,2398
663,431,531,430,2055
7,848,450,527,1832
902,191,817,880,2790
143,864,531,832,2370
356,561,375,658,1950
157,527,591,639,1914
312,950,170,679,2111
289,212,117,958,1576
947,107,925,657,2636
577,253,601,367,1798
768,459,904,95,2226
1000,12,255,200,1467
615,178,756,493,2042
991,571,710,841,3113
686,3,888,589,2166
187,99,551,296,1133
806,791,97,433,2127
310,117,280,253,960
356,884,663,718,2621
437,260,530,215,1442
99,200,100,594,993
311,541,985,165,2002
194,133,934,943,2204
732,721,256,184,1893
408,267,621,180,1476
291,355,335,492,1473
484,734,115,868,2201
676,361,823,27,1887
98,543,31,995,1667
15,792,21,198,1026
495,306,7,107,915
800,39,705,92,1636
278,235,448,662,1623
627,159,182,977,1945
893,944,29,756,2622
608,65,999,36,1708
690,289,214,464,1657
433,666,496,746,2341
650,389,911,941,2891
849,13,802,392,2056
688,450,289,621,2048
781,126,739,527,2173
659,454,52,224,1389
606,876,734,14,2230
157,175,187,241,760
970,822,376,724,2892
479,972,518,861,2830
281,274,97,182,834
626,322,202,569,1719
322,347,617,229,1515
424,503,969,545,2441
498,54,755,546,1853
147,236,886,184,1453
768,429,174,200,1571
506,539,914,360,2319
135,309,703,79,1226
82,308,434,711,1535
464,778,594,575,2411
734,822,310,307,2173
922,440,845,851,3058
846,836,463,316,2461
427,250,453,525,1655
482,230,403,118,1233
618,139,24,444,1225
297,248,286,505,1336
315,149,337,686,1487
200,700,511,624,2035
637,831,515,995,2978
411,103,864,614,1992
365,35,645,509,1554
251,698,78,86,1113
114,784,111,404,1413
757,383,764,244,2148
75,891,351,497,1814
604,152,397,342,1495
975,436,916,486,2813
476,999,786,211,2472
554,667,708,919,2848
403,837,887,838,2965
348,654,119,973,2094
967,414,407,110,1898
188,828,633,566,2215
884,905,835,104,2728
785,550,933,597,2865
591,329,965,785,2670
615,310,412,740,2077
399,618,344,959,2320
538,382,918,120,1958
632,718,391,414,2155
19,768,808,89,1684
336,811,667,859,2673
411,180,344,398,1333
493,545,668,500,2206
708,306,178,784,1976
552,254,191,185,1182
724,116,846,772,2458
887,330,704,184,2105
849,745,118,777,2489
25,557,524,270,1376
110,53,594,915,1672
863,534,702,559,2658
76,759,881,918,2634
156,537,91,31,815
473,190,72,527,1262
750,511,593,434,2288
775,817,290,360,2242
513,923,907,193,2536
645,518,481,671,2315
822,647,868,27,2364
753,852,620,670,2895
981,660,413,396,2450
426,745,303,114,1588
570,623,21,293,1507
799,729,636,612,2776
886,997,99,566,2548
579,5,7,203,794
151,771,49,892,1863
577,771,187,244,1779
405,557,751,123,1836
166,235,673,421,1495
566,346,298,296,1506
163,22,943,928,2056
343,352,313,307,1315
582,661,394,562,2199
92,980,269,706,2047
603,183,969,710,2465
820,260,622,3,1705
189,776,255,588,1808
796,266,603,199,1864
137,982,612,554,2285
732,479,610,938,2759
786,521,771,348,2426
538,742,546,533,2359
574,862,747,693,2876
516,477,839,956,2788
804,420,545,49,1818
288,418,811,191,1708
86,347,883,77,1393
277,636,944,461,2318
410,949,268,873,2500
908,741,322,874,2845
331,517,899,899,2646
401,55,550,413,1419
141,908,253,914,2216
538,86,879,262,1765
310,930,346,430,2016
335,285,897,713,2230
260,393,74,611,1338
507,763,724,727,2721
365,8,283,481,1137
865,937,42,355,2199
658,483,263,5,1409
175,848,214,624,1861
499,698,839,81,2117
180,477,125,225,1007
475,837,625,881,2818
364,74,402,740,1580
275,8,744,629,1656
888,22,789,542,2241
504,154,26,20,704
415,109,41,32,597
517,795,319,35,1666
612,377,542,278,1809
970,460,844,460,2734
784,766,661,241,2452
697,121,739,942,2499
101,44,227,701,1073
286,623,426,302,1637
11,213,549,417,1190
725,816,290,365,2196
10,12,991,733,1746
374,584,476,60,1494
201,7,810,903,1921
222,499,188,932,1841
622,849,792,785,3048
122,149,120,181,572
767,503,97,772,2139
199,878,423,621,2121
408,254,22,788,1472
424,924,866,81,2295
852,329,656,597,2434
337,326,985,836,2484
146,635,290,704,1775
436,946,461,535,2378
359,791,626,751,2527
522,338,795,12,1667
443,543,434,339,1759
812,171,961,734,2678
871,525,551,440,2387
157,830,853,950,2790
703,28,923,190,1844
392,620,520,178,1710
889,865,305,799,2858
99,364,488,129,1080
307,424,508,685,1924
691,287,22,699,1699
275,929,318,304,1826
124,414,280,112,930
838,713,793,731,3075
717,787,790,167,2461
726,908,476,567,2677
363,609,113,598,1683
591,933,355,267,2146
431,690,406,444,1971
672,605,918,89,2284
48,869,824,6,1747
723,356,413,626,2118
612,183,44,85,924
683,467,591,598,2339
813,409,410,736,2368
742,536,252,357,1887
322,961,76,799,2158
303,418,345,105,1171
572,613,431,213,1829
177,178,1,919,1275
426,451,292,870,2039
602,217,497,106,1422
475,678,492,284,1929
851,906,667,654,3078
454,181,866,357,1858
968,452,193,88,1701
511,498,114,645,1768
722,13,371,599,1705
854,378,806,973,3011
719,234,805,744,2502
457,786,433,208,1884
318,399,411,557,1685
669,749,922,436,2776
499,840,603,873,2815
218,863,650,908,2639
38,218,8,91,355
690,535,133,263,1621
838,318,567,34,1757
460,797,443,253,1953
245,141,288,181,855
440,331,286,53,1110
301,286,535,941,2063
453,334,995,3,1785
682,99,275,335,1391
639,841,542,810,2832
684,854,69,316,1923
66,752,982,882,2682
512,566,455,568,2101
290,211,307,862,1670
422,595,80,805,1902
283,29,246,342,900
900,460,520,290,2170
124,1000,986,897,3007
72,155,908,65,1200
340,717,427,411,1895
82,651,427,86,1246
512,666,235,727,2140
440,391,310,633,1774
35,593,723,107,1458
714,536,208,849,2307
91,602,273,723,1689
498,838,213,242,1791
791,108,436,763,2098
943,297,399,87,1726
950,816,925,60,2751
783,354,491,50,1678
784,485,893,251,2413
506,278,348,400,1532
169,44,109,971,1293
758,243,28,252,1281
303,668,632,928,2531
566,537,696,430,2229
976,459,958,42,2435
844,96,972,30,1942
595,519,185,156,1455
1,666,404,701,1772
520,829,692,226,2267
477,554,57,178,1266
859,301,891,941,2992
219,954,223,237,1633
916,254,751,866,2787
184,626,779,742,2331
275,715,237,575,1802
890,451,946,330,2617
712,698,827,347,2584
936,809,874,701,3320
38,640,192,361,1231
719,708,958,387,2772
781,669,334,611,2395
886,838,56,588,2368
226,829,21,24,1100
160,475,563,325,1523
621,351,203,848,2023
740,528,717,116,2101
522,649,656,47,1874
329,701,421,867,2318
768,773,84,296,1921
330,381,722,267,1700
804,568,568,418,2358
569,508,951,341,2369
511,381,435,6,1333
631,63,863,365,1922
275,925,16,483,1699
51,121,599,857,1628
610,64,0,139,813
624,133,129,504,1390
612,904,790,60,2366
476,605,936,206,2223
65,782,415,276,1538
743,607,840,742,2932
937,84,24,540,1585
87,775,333,74,1269
486,180,345,961,1972
576,421,784,115,1896
508,754,419,957,2638
802,570,281,894,2547
13,930,836,232,2011
60,707,303,887,1957
532,853,318,691,2394
168,750,170,194,1282
86,393,441,971,1891
729,686,101,916,2432
54,6,660,716,1436
234,475,802,363,1874
973,988,860,813,3634
463,461,547,347,1818
731,73,545,940,2289
676,603,971,237,2487
340,601,584,200,1725
307,708,560,9,1584
257,947,39,593,1836
220,928,859,290,2297
950,46,950,529,2475
985,293,961,855,3094
678,248,230,233,1389
202,398,739,543,1882
823,635,291,488,2237
206,119,318,427,1070
212,305,389,460,1366
283,106,524,119,1032
119,239,866,410,1634
817,832,336,919,2904
452,676,163,400,1691
339,885,798,803,2825
100,554,111,729,1494
317,457,466,753,1993
251,999,19,169,1438
381,832,843,958,3014
266,906,48,62,1282
233,702,761,685,2381
587,455,945,257,2244
805,650,612,413,2480
988,133,341,55,1517
790,57,943,22,1812
618,184,827,976,2605
607,757,798,689,2851
251,144,961,914,2270
849,692,487,494,2522
626,175,974,629,2404
84,758,74,657,1573
954,61,730,279,2024
54,56,265,402,777
71,709,715,606,2101
133,359,580,471,1543
775,660,653,165,2253
565,397,154,868,1984
337,889,29,17,1272
816,156,750,539,2261
935,54,768,919,2676
368,870,834,299,2371
125,957,410,47,1539
201,567,191,887,1846
769,376,116,635,1896
106,54,401,181,742
472,76,161,602,1311
513,110,301,798,1722
787,279,328,575,1969
934,897,264,788,2883
942,523,579,584,2628
296,619,162,176,1253
558,270,3,12,843
411,750,727,48,1936
393,515,538,583,2029
178,686,674,743,2281
64,446,225,252,987
783,730,2,281,1796
515,69,915,74,1573
393,141,230,509,1273
714,752,250,624,2340
970,819,250,110,2149
98,596,733,821,2248
272,420,334,436,1462
792,290,411,280,1773
717,474,130,154,1475
423,204,778,679,2084
991,506,662,737,2896
13,912,953,183,2061
8,732,697,405,1842
544,826,535,72,1977
89,608,562,408,1667
958,58,853,129,1998
653,857,128,65,1703
189,938,564,62,1753
111,623,944,826,2504
403,202,177,395,1177
562,626,529,377,2094
634,207,937,374,2152
336,921,182,301,1740
289,594,264,326,1473
175,361,733,8,1277
592,359,671,570,2192
940,982,167,57,2146
962,969,926,992,3849
687,691,764,793,2935
579,673,694,348,2294
277,305,200,679,1461
583,612,282,206,1683
39,934,210,592,1775
141,518,480,643,1782
915,651,443,940,2949
41,498,592,152,1283
703,549,489,220,1961
52,746,626,18,1442
925,826,401,437,2589
882,593,362,507,2344
599,743,871,107,2320
884,629,892,685,3090
912,111,315,210,1548
662,186,63,249,1160
123,910,449,880,2362
311,28,532,987,1858
537,840,528,78,1983
59,442,814,499,1814
491,69,635,368,1563
96,379,651,991,2117
267,58,577,847,1749
237,336,595,373,1541
255,535,635,356,1781
315,235,571,956,2077
395,908,828,181,2312
292,245,887,549,1973
794,159,442,752,2147
854,987,177,31,2049
19,390,354,279,1042
976,67,683,771,2497
254,969,564,207,1994
279,142,193,569,1183
380,228,284,436,1328
468,272,580,8,1328
307,794,855,853,2809
820,520,353,628,2321
193,302,111,429,1035
504,174,688,206,1572
983,401,730,906,3020
94,588,646,51,1379
669,271,217,312,1469
633,196,375,683,1887
869,405,148,217,1639
392,891,168,188,1639
527,232,757,782,2298
265,992,163,536,1956
354,691,643,808,2496
610,15,962,407,1994
506,565,828,953,2852
561,652,222,592,2027
917,556,575,688,2736
387,699,389,3,1478
689,80,465,710,1944
290,188,184,830,1492
106,520,551,315,1492
654,806,885,264,2609
315,404,852,54,1625
48,296,207,246,797
765,503,924,954,3146
659,983,615,926,3183
403,229,935,55,1622
131,405,624,579,1739
341,987,697,985,3010
125,713,201,311,1350
893,783,217,475,2368
499,321,100,556,1476
331,274,546,852,2003
699,450,324,7,1480
705,890,369,518,2482
897,144,743,294,2078
502,150,410,217,1279
201,18,353,383,955
97,414,437,955,1903
980,503,632,501,2616
923,889,247,718,2777
511,397,612,772,2292
642,747,744,554,2687
782,659,571,682,2694
322,391,618,61,1392
429,392,94,249,1164
785,587,948,219,2539
606,221,900,839,2566
603,259,21,172,1055
927,638,87,273,1925
357,298,705,233,1593
956,496,919,755,3126
765,994,208,81,2048
468,610,72,335,1485
44,648,408,823,1923
405,451,102,585,1543
161,960,522,700,2343
287,831,642,442,2202
475,982,992,934,3383
278,66,783,361,1488
595,493,840,156,2084
123,891,918,896,2828
966,658,702,191,2517
273,567,185,15,1040
932,238,680,933,2783
221,96,422,417,1156
905,119,854,686,2564
43,390,493,921,1847
842,903,133,784,2662
784,165,16,485,1450
805,657,905,692,3059
432,375,612,649,2068
292,866,169,219,1546
62,861,342,613,1878
709,536,97,150,1492
67,348,924,50,1389
767,370,547,679,2363
511,186,512,849,2058
460,219,689,804,2172
493,277,69,448,1287
594,475,277,639,1985
606,413,434,766,2219
528,553,11,396,1488
804,58,610,982,2454
431,804,684,965,2884
559,813,649,198,2219
244,800,276,630,1950
16,324,768,34,1142
442,838,241,173,1694
818,170,136,72,1196
310,278,38,284,910
328,1,749,358,1436
405,975,528,632,2540
448,365,19,516,1348
333,299,6,923,1561
570,949,429,942,2890
86,119,704,473,1382
899,719,357,555,2530
203,391,567,58,1219
995,526,18,360,1899
777,413,49,594,1833
810,622,354,952,2738
916,471,289,536,2212
440,598,233,817,2088
125,425,378,466,1394
372,372,838,335,1917
592,812,172,44,1620
656,172,547,875,2250
466,471,788,326,2051
642,833,955,431,2861
406,981,97,363,1847
109,788,927,47,1871
921,109,833,807,2670
496,364,784,201,1845
241,278,573,94,1186
35,929,231,477,1672
25,907,727,350,2009
30,933,215,582,1760
326,202,907,770,2205
632,177,161,249,1219
430,670,949,582,2631
924,61,80,86,1151
783,766,710,726,2985
751,297,209,741,1998
63,22,811,988,1884
150,675,873,815,2513
326,362,221,571,1480
837,375,960,170,2342
282,433,474,473,1662
765,72,374,666,1877
351,883,947,209,2390
359,190,699,948,2196
278,154,583,42,1057
930,273,13,876,2092
715,69,409,247,1440
377,917,864,463,2621
70,321,297,608,1296
366,456,776,387,1985
351,782,821,194,2148
390,208,509,334,1441
672,924,447,31,2074
714,946,407,855,2922
468,219,370,889,1946
549,209,758,501,2017
872,811,487,21,2191
122,951,580,277,1930
935,838,107,599,2479
242,498,625,949,2314
326,114,703,142,1285
278,602,715,443,2038
744,514,73,108,1439
40,283,295,636,1254
30,835,546,9,1420
639,294,69,499,1501
250,805,357,500,1912
174,119,185,722,1200
561,964,826,405,2756
447,942,646,948,2983
687,711,690,972,3060
563,448,392,814,2217
411,945,357,877,2590
911,883,454,777,3025
243,532,454,18,1247
331,142,162,965,1600
450,261,839,614,2164
200,104,834,438,1576
640,881,722,301,2544
559,991,293,354,2197
329,16,515,888,1748
792,879,193,39,1903
555,877,816,723,2971
988,727,658,819,3192
927,142,6,424,1499
18,636,746,64,1464
110,403,767,955,2235
421,325,622,924,2292
830,635,662,451,2578
836,413,720,261,2230
837,411,69,134,1451
629,631,840,138,2238
973,0,443,558,1974
146,26,296,953,1421
636,203,552,852,2243
996,82,991,763,2832
280,60,78,453,871
774,758,150,936,2618
302,997,182,807,2288
35,985,220,918,2158
173,665,159,798,1795
411,207,1000,972,2590
620,248,618,587,2073
630,713,519,789,2651
922,321,6,736,1985
804,798,296,961,2859
911,699,566,324,2500
306,317,598,902,2123
497,52,331,425,1305
49,622,256,134,1061
553,467,852,339,2211
375,567,164,39,1145
563,998,862,890,3313
556,985,831,999,3371
924,71,600,445,2040
996,809,555,720,3080
407,387,959,786,2539
116,559,225,0,900
661,16,727,20,1424
147,680,337,794,1958
42,252,956,860,2110
68,402,689,107,1266
844,333,971,625,2773
529,162,533,30,1254
34,952,666,940,2592
445,530,414,701,2090
48,79,732,975,1834
4,152,810,516,1482
211,421,498,0,1130
128,447,796,269,1640
178,34,515,997,1724
601,148,701,313,1763
686,964,818,939,3407
783,192,596,816,2387
630,641,215,658,2144
315,732,642,174,1863
63,256,103,801,1223
972,694,528,90,2284
776,446,517,480,2219
692,441,490,710,2333
688,578,31,823,2120
39,601,627,693,1960
23,779,772,498,2072
861,575,293,265,1994
777,866,860,301,2804
183,276,408,395,1262
926,677,155,250,2008
663,558,290,920,2431
988,446,116,428,1978
935,228,157,534,1854
970,792,982,594,3338
397,749,138,853,2137
259,275,566,629,1729
799,751,980,847,3377
779,847,620,941,3187
37,206,181,657,1081
970,956,929,712,3567
329,773,75,340,1517
369,273,566,270,1478
119,842,0,700,1661
295,360,211,962,1828
747,268,969,398,2382
468,213,138,273,1092
143,298,511,690,1642
710,554,647,567,2478
862,57,972,356,2247
165,601,241,286,1293
434,87,99,987,1607
796,680,320,164,1960
478,626,400,650,2154
0,352,289,240,881
266,446,127,183,1022
290,184,750,922,2146
986,613,612,262,2473
735,528,356,389,2008
325,607,411,638,1981
318,348,404,758,1828
905,435,858,920,3118
159,877,431,547,2014
941,901,218,998,3058
438,291,399,622,1750
957,584,731,325,2597
745,377,983,879,2984
531,352,765,989,2637
172,721,592,752,2237
945,365,753,789,2852
922,977,789,375,3063
2,580,591,728,1901
958,267,431,323,1979
245,466,716,191,1618
901,804,285,983,2973
183,177,570,396,1326
933,588,486,778,2785
474,693,83,364,1614
621,506,863,944,2934
762,769,820,696,3047
123,165,310,452,1050
161,704,545,213,1623
487,559,153,969,2168
784,235,887,660,2566
256,830,618,111,1815
922,525,139,550,2136
409,976,937,316,2638
188,207,465,367,1227
129,314,446,257,1146
98,228,228,168,722
299,450,108,311,1168
368,2,885,194,1449
991,956,406,107,2460
978,199,934,6,2117
876,90,384,219,1569
641,461,767,775,2644
203,622,143,490,1458
650,963,31,113,1757
967,759,168,522,2416
318,388,835,542,2083
644,951,219,327,2141
549,77,701,162,1489
29,185,515,117,846
760,265,589,407,2021
554,883,90,283,1810
817,926,904,468,3115
185,765,961,136,2047
694,49,860,194,1797
883,881,179,493,2436
823,162,393,904,2282
183,186,357,856,1582
494,928,102,745,2269
599,501,960,142,2202
371,493,239,918,2021
920,955,274,528,2677
167,6,375,243,791
304,542,377,632,1855
177,402,924,907,2410
111,869,244,236,1460
99,359,955,581,1994
298,94,255,830,1477
374,871,396,637,2278
661,307,68,263,1299
447,44,885,560,1936
943,28,147,840,1958
139,801,51,689,1680
262,980,320,607,2169
976,666,980,738,3360
482,384,780,100,1746
189,425,716,386,1716
563,564,799,761,2687
916,707,463,778,2864
499,673,24,455,1651
463,410,740,990,2603
972,126,430,335,1863
442,848,708,271,2269
724,257,636,154,1771
665,873,126,554,2218
958,825,62,91,1936
285,845,357,323,1810
338,269,104,478,1189
453,991,30,602,2076
364,628,654,781,2427
988,332,654,798,2772
513,865,568,688,2634
193,506,783,818,2300
343,128,307,968,1746
693,15,942,619,2269
968,12,781,154,1915
853,21,785,82,1741
359,242,970,337,1908
296,353,527,666,1842
822,185,0,249,1256
775,223,540,961,2499
87,153,424,886,1550
659,338,411,14,1422
605,239,93,19,956
848,722,918,578,3066
189,35,189,199,612
254,809,916,52,2031
630,322,613,3,1568
585,382,852,384,2203
340,241,66,677,1324
583,770,793,478,2624
746,356,146,645,1893
598,446,165,923,2132
336,825,567,564,2292
51,801,442,329,1623
177,537,578,313,1605
103,339,80,185,707
787,381,699,282,2149
104,147,494,606,1351
132,246,737,143,1258
933,682,628,395,2638
582,627,450,518,2177
470,775,680,801,2726
910,196,601,702,2409
11,981,372,543,1907
121,70,924,423,1538
601,909,422,155,2087
422,469,179,410,1480
849,617,493,499,2458
310,489,210,374,1383
18,494,4,388,904
817,897,550,115,2379
919,262,653,842,2676
412,793,728,832,2765
541,101,529,525,1696
112,331,808,876,2127
938,24,427,737,2126
952,11,482,387,1832
807,365,595,213,1980
6,567,59,715,1347
880,687,173,705,2445
893,104,65,63,1125
280,820,628,766,2494
501,143,436,264,1344
595,411,749,502,2257
947,596,644,483,2670
186,703,425,732,2046
440,469,300,594,1803
810,178,462,621,2071
228,207,680,729,1844
369,644,234,565,1812
1,552,263,859,1675
266,38,660,394,1358
487,566,999,779,2831
804,540,734,387,2465
851,828,169,355,2203
306,719,837,146,2008
515,744,944,35,2238
48,380,208,39,675
297,449,536,321,1603
511,169,421,942,2043
902,700,47,843,2492
434,0,593,948,1975
317,894,279,715,2205
602,675,433,497,2207
782,183,94,319,1378
942,952,130,399,2423
545,609,617,942,2713
287,334,822,697,2140
253,755,540,284,1832
422,159,716,462,1759
800,174,352,475,1801
432,716,210,542,1900
520,963,809,505,2797
833,356,349,62,1600
562,641,734,496,2433
39,73,662,744,1518
356,142,27,715,1240
158,267,245,111,781
671,787,46,598,2102
859,98,424,36,1417
253,17,609,546,1425
242,144,347,717,1450
476,186,928,750,2340
917,506,640,381,2444
692,970,94,829,2585
953,122,420,522,2017
394,538,330,601,1863
228,576,810,863,2477
411,199,460,378,1448
302,207,197,728,1434
229,207,146,559,1141
381,937,951,305,2574
968,96,945,535,2544
561,372,572,331,1836
456,560,721,374,2111
336,444,913,1000,2693
495,278,951,304,2028
886,600,878,400,2764
447,238,585,164,1434
958,519,594,81,2152
